title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,reviewImageUrls/13,reviewImageUrls/14,reviewImageUrls/15,reviewImageUrls/16,reviewImageUrls/17,reviewImageUrls/18,reviewImageUrls/19,reviewImageUrls/20,reviewImageUrls/21,reviewImageUrls/22,reviewImageUrls/23,reviewImageUrls/24,reviewImageUrls/25
Invi restaurant,2,"The food is never consistent, some days it’s great and others it’s unseasoned, and undercooked. If you want delivery I would go in person or somewhere else altogether. Over 45 minutes waiting with no food, you call and get no response and when you finally do they say it’s your fault for not answering the call of the driver, only they gave the driver the wrong number and he wasn’t calling anyone. He also was too lazy to ring a doorbell I guess. And no, they will not offer fresh food for their mistake even tho it’s sitting in hot plates not made to order. Save your money and time and check out another local spot.",2024-01-27T18:50:07.050Z,0,,1,FALSE,,,2 months ago,,Lunch,,,,Take out,1,2,1,ChdDSUhNMG9nS0VJQ0FnSUROXzVmV3B3RRAB,,,,,,,Google,,110727132630974644552,,,,,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,,2024-01-15T16:36:54.150Z,0,,9,TRUE,,,3 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNOeWR5Z3VRRRAB,,,,,,,Google,,115706992836710528758,,,,,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,,2023-12-30T23:49:12.533Z,0,,31,TRUE,,,3 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUMxb1lxN1FnEAE,,,,,,,Google,,105594099692487078279,,,,,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,,2023-10-13T17:24:53.308Z,0,,,FALSE,,,6 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM1N3FfRjdRRRAB,,,,,,,Google,,104937545330364762278,,,,,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,"Comida autenticamente dominicana, si quieres sentir que comes en casa pasa por alla",2023-10-10T23:58:45.400Z,0,,20,TRUE,,,6 months ago,,Lunch,,$10–20,,Delivery,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM1MUthdUNREAE,,,,,,,Google,,117693069081933172635,,,"Authentic Dominican food, if you want to feel like you're eating at home, stop by.",,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,This place is the bomb!!! Food is awesome and prices are affordable! I eat here almost every day on my lunch break! and i will continue to eat here! the seasonings for the pork shoulder is to die for!!!!!!!  :) The Customer service are so nice!!!! I give this place 100 Stars!!!!!,2023-09-08T15:33:05.659Z,1,,7,FALSE,,,7 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURweFpiVnBRRRAB,,,,,,,Google,,112414640988274298348,,,,,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,"Muy bien 👍
Excelente variedades de comidas
Muy buena atenciones",2023-08-17T12:31:14.214Z,0,,108,TRUE,,,8 months ago,,Brunch,,$10–20,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURwek83YllnEAE,,,,,,,Google,,115842274651391461441,,,"Very good 👍
Excellent varieties of food
Very good attention",,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,,2023-08-01T11:38:13.907Z,0,,2,FALSE,,,8 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNwaXUyNTJBRRAB,,,,,,,Google,,105928489381204369588,,,,,,,,,,,,,,,,,,,,,,,
Invi restaurant,5,Good every time I get it,2023-07-22T16:16:06.783Z,0,,1,FALSE,,,9 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURKaTV5eEt3EAE,,,,,,,Google,,103837481092714109686,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,,2024-04-23T17:11:01.218Z,0,,28,TRUE,,,a day ago,,Lunch,,,,Take out,3,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqdWJuRWR3EAE,,,,,,,Google,,105886335092413339934,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,4,One roti can feed a family of five.😋,2024-04-21T04:00:01.569Z,0,,85,TRUE,,,3 days ago,,Dinner,,$10–20,,Take out,4,4,4,ChdDSUhNMG9nS0VJQ0FnSUNqNXMtN3RBRRAB,,,,,,,Google,,110230141494713210608,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,👍,2024-04-05T05:07:59.269Z,0,,256,TRUE,,,2 weeks ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURENkp6VWtRRRAB,,,,,,,Google,,102897318719414451924,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,Only place I go to get my roti for many years. Mediocre in customer service but roti is always good!!,2024-03-25T22:07:44.023Z,0,,6,FALSE,,,4 weeks ago,,,,,,,3,5,4,ChZDSUhNMG9nS0VJQ0FnSUNEZ3ZTWVR3EAE,,,,,,,Google,,105916645748254833514,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,,2024-03-22T01:44:56.774Z,0,,10,TRUE,,,a month ago,,,,,,,3,2,4,ChdDSUhNMG9nS0VJQ0FnSUQ5NThfWV93RRAB,,,,,,,Google,,115210886381515742609,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,3,"This food wasn't that great, but what can I say 🤷",2024-03-16T01:42:09.806Z,0,,51,TRUE,,,a month ago,,Lunch,,$100+,,Take out,3,3,3,ChdDSUhNMG9nS0VJQ0FnSUNJa3VyandnRRAB,https://lh5.googleusercontent.com/p/AF1QipOG_pqWLJ3d6AEvVKfKoMFyu1oJwyGhidOFCDXw=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipM6hldRc9ieIk3UVd68Ab8q73RiFMT4uD2pM6Wd=w150-h150-k-no-p,,,,,Google,,107324921051163355674,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,4,,2024-03-10T13:55:40.976Z,0,,1,FALSE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM5aDh1UTdBRRAB,,,,,,,Google,,106257297865732126177,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,2,"The food is still good, the number 1 factor that prevents this place from being top notch is they constantly run out of food items! It doesn't matter what day, or the day of the week, or time of day it is, they constantly keep running out of beef, boneless chicken, chana, etc. It either means the line cooks are not in line, or in sync with the restaurant's demands or they're just that popular. Either way, please get it together!",2024-03-09T00:43:38.468Z,1,,230,TRUE,,,a month ago,,,,,,,3,5,2,ChZDSUhNMG9nS0VJQ0FnSUM5Z182eE93EAE,,,,,,,Google,,115281058655315399648,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,Amazing food💯,2024-03-08T03:46:58.499Z,0,,3,FALSE,,,a month ago,,Lunch,,$10–20,,Dine in,3,5,4,ChZDSUhNMG9nS0VJQ0FnSUM5OWVic0h3EAE,https://lh5.googleusercontent.com/p/AF1QipOxxpQ0UX5vOaW5gkXPmcvRQPP0gQMm-tBEZgNY=w150-h150-k-no-p,,,,,,Google,,116583369335201657260,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,Spectacular Trini rotis! Feels like your back on the island. Scrumptious. Best as takeout.,2024-03-06T19:40:25.640Z,0,,58,FALSE,,,a month ago,,,,$10–20,,,2,5,4,ChdDSUhNMG9nS0VJQ0FnSUM5OGQtbjN3RRAB,,,,,,,Google,,108526253255773714580,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,1,"I’ve been going to this place since I was a kid almost 30 years, I went back for the first time in about 3 years.  EXTREMELY mediocre from the rude server to the bland food.  If I could give it no stars I would….i will surely NOT be going back👎",2024-02-27T20:14:26.960Z,0,,5,FALSE,,,a month ago,,,,,,Take out,1,1,1,ChdDSUhNMG9nS0VJQ0FnSURkLThxdXh3RRAB,,,,,,,Google,,114585834412926010801,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,1,The food has different taste each time I buy food there and the quantity of the dish has went down. I bought 2 steak dinners and all you get is a huge helping of rice. I will not dine there again.,2024-02-21T16:39:40.595Z,2,,1,FALSE,,,2 months ago,,Lunch,,$20–30,,Take out,3,1,1,ChZDSUhNMG9nS0VJQ0FnSURkbkpLRlB3EAE,https://lh5.googleusercontent.com/p/AF1QipPuDvm5Kp4rfKa-fxkvi92DoBocEwWnnYtvvEJ_=w150-h150-k-no-p,,,,,,Google,,101181049737614865225,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,"Great spot for real food. I've been going there since they opened. My whole family loves them, both my Southern side and my Trinidadian side.",2024-02-16T18:09:52.035Z,0,,75,TRUE,,,2 months ago,,,,,,Take out,2,4,4,ChdDSUhNMG9nS0VJQ0FnSUNkeGZTbnF3RRAB,,,,,,,Google,,104320004736847210568,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,5,I got the goat bone dinner. It was excellent. They do not skimp with the portion sizes. 2 meals in 1. I was very impressed and I look to come back soon.,2024-02-10T00:50:43.631Z,0,,114,TRUE,,,2 months ago,,Dinner,Difficult to find parking,$10–20,,Take out,3,5,4,ChdDSUhNMG9nS0VJQ0FnSUNkMEpyV3ZRRRAB,,,,,,,Google,,112233904899348576346,,,,,,,,,,,,,,,,,,,,,,,
Ali's Roti Restaurant,4,Really delicious food,2024-02-04T03:20:38.468Z,0,,65,TRUE,,,2 months ago,,Lunch,,$10–20,,,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUR0LXBQR3RnRRAB,,,,,,,Google,,111731980720820568740,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,"Flames 🔥 will always be the best spot for Jamaican food, point blank.",2024-04-22T02:19:54.723Z,0,,12,FALSE,,,2 days ago,,Dinner,,$10–20,,Take out,3,5,3,ChZDSUhNMG9nS0VJQ0FnSUNqbnJfQ0VREAE,,,,,,,Google,,100372257140138631480,,,,,,,,,,,,,,,,,,,,,,,
Flames,4,Need more space  pàrking,2024-04-20T21:58:05.072Z,0,,11,FALSE,,,3 days ago,,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUNqeHJlc1RREAE,,,,,,,Google,,117226645656783442938,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,,2024-04-13T13:24:08.447Z,0,,3,FALSE,,,a week ago,,Dinner,,$100+,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREZzgtZHdBRRAB,,,,,,,Google,,108618503247825582031,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,Food always good here 😋 and presentation 💯 keep bless up to all the workers here 🙏,2024-04-09T16:06:10.869Z,0,,132,TRUE,,,2 weeks ago,,Lunch,,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREcm82U25nRRAB,,,,,,,Google,,118065117848514233207,,,,,,,,,,,,,,,,,,,,,,,
Flames,3,,2024-04-05T19:21:34.378Z,0,,1,FALSE,,,2 weeks ago,,,,,,,,5,,ChZDSUhNMG9nS0VJQ0FnSUREcExTbVRBEAE,https://lh5.googleusercontent.com/p/AF1QipOf-NiZ3-EhMmnmWhKSlw_VF2jOB0l-RP5ElPxT=w150-h150-k-no-p,,,,,,Google,,110799891853927045502,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,My spot breakfast a must. Dumplings and Liver or Dumplings banana and Yam Saltfish or Akee Yummy 😋,2024-03-27T20:29:11.064Z,0,,23,FALSE,,,3 weeks ago,,Breakfast,,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNENXAyR2tRRRAB,,,,,,,Google,,104544630618214649376,,,,,,,,,,,,,,,,,,,,,,,
Flames,1,"Why is the staff sooooooooo I mean extremely rude, if you never knew how to suck your teeth well you will learn by taking a trip to flames...Ive tried their food maybe 3 -4 times over the years and it never fails. Nasty attitudes rule here!!",2024-03-27T12:51:05.543Z,0,,15,FALSE,,,4 weeks ago,,,,,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUM4M3JDNy13RRAB,,,,,,,Google,,114190324526000472117,,,,,,,,,,,,,,,,,,,,,,,
Flames,4,,2024-03-26T10:45:18.211Z,0,,6,FALSE,,,4 weeks ago,,Dinner,Plenty of parking,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNEMHBMRHRBRRAB,,,,,,,Google,,109550562055970152383,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,,2024-03-23T20:55:37.766Z,0,,1,FALSE,,,a month ago,,Dinner,,$10–20,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEeVBucDBBRRAB,,,,,,,Google,,103249871667078422456,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,,2024-03-21T22:58:08.894Z,0,,16,TRUE,,,a month ago,,Dinner,,$50–100,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ5cF9QY3NRRRAB,,,,,,,Google,,114638155460051685868,,,,,,,,,,,,,,,,,,,,,,,
Flames,1,They are serving tilapia as king fish they are scamming people I drive here every so often I'm a pescartian I know the difference of what kind of fish I eat ! And don't eat !! Sad they have lost my business behind this scam,2024-03-20T18:36:10.215Z,0,,1,FALSE,,,a month ago,,Lunch,,$30–50,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUQ5MDRmMGJ3EAE,,,,,,,Google,,104555621819191482649,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,,2024-03-19T19:06:24.163Z,0,,48,TRUE,,,a month ago,,Lunch,Somewhat difficult to find parking,$10–20,Somewhat recommend,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5amJfYVRBEAE,,,,,,,Google,,110223507424835822252,,,,,,,,,,,,,,,,,,,,,,,
Flames,3,"The food is great but the price tags are not clear. You can't rely on the display to plan your budget. The guy that served was impatient and seemed too much in a hurry. But, a very nice lady took over and concluded the transaction. Nice ambience, clean restaurant. Only problem was the guy at the counter, otherwise a really great place.",2024-03-09T11:44:31.568Z,0,,29,TRUE,,,a month ago,,Lunch,Plenty of parking,$30–50,,Take out,4,4,3,ChdDSUhNMG9nS0VJQ0FnSUM5MDltYjl3RRAB,,,,,,,Google,,102437757823801222281,,,,,,,,,,,,,,,,,,,,,,,
Flames,5,Good variety of Caribbean food.,2024-03-07T05:09:51.673Z,0,,21,TRUE,,,a month ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5bWNlTkxREAE,,,,,,,Google,,112912679029347373653,,,,,,,,,,,,,,,,,,,,,,,
Flames,2,,2024-02-26T23:38:03.471Z,0,,83,TRUE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURkazhuUHZBRRAB,,,,,,,Google,,102872518441827470941,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2024-04-17T23:39:20.173Z,0,,6,TRUE,2024-04-18T15:55:00.223Z,,6 days ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqLUlHbGJBEAE,,,,,,,Google,,113944986384960778987,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,Las pupusas rebueltas son muy buenas,2024-04-15T23:56:18.957Z,0,,11,FALSE,2024-04-16T00:09:25.827Z,,a week ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREcjhPN25RRRAB,,,,,,,Google,,107381874391700005626,,,The scrambled pupusas are very good,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2024-03-31T01:34:16.169Z,0,,5,FALSE,,,3 weeks ago,,,,,,,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEOVpTb1B3EAE,,,,,,,Google,,110875341814135428635,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,Excellent customer care,2024-01-03T13:12:05.206Z,0,,52,TRUE,,,3 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURLMmJHejB3RRAB,,,,,,,Google,,113395403339254501480,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2024-01-02T12:02:33.776Z,0,,1,FALSE,,,3 months ago,,Lunch,,$10–20,,Dine in,3,4,4,ChZDSUhNMG9nS0VJQ0FnSUMxcmRxNllREAE,,,,,,,Google,,117027328661595024724,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2023-12-04T05:28:13.720Z,0,,,FALSE,,,4 months ago,,Lunch,,$10–20,,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSURsaC1XMUx3EAE,,,,,,,Google,,111757209391100061273,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2023-11-21T05:24:14.534Z,0,,1,FALSE,,,5 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNsOGJuQ013EAE,,,,,,,Google,,116409701031709064854,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,"Clean place, good food portions and options and great price",2023-10-27T18:09:38.949Z,0,,38,TRUE,2023-10-30T19:03:35.065Z,,5 months ago,,Lunch,Somewhat difficult to find parking,$10–20,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNGek9HNENREAE,,,,,,,Google,,100771971352424331440,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2023-08-28T00:13:24.201Z,0,,,FALSE,,,7 months ago,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURwdzl5VWpRRRAB,,,,,,,Google,,102379983994238103472,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,1,We were waiting to get our food and were ignored. They only were nice to salvadorian people it seems that don’t like colombians. Very very rude.,2023-08-13T22:39:26.862Z,0,,7,FALSE,2023-10-30T19:04:48.416Z,,8 months ago,,Dinner,,,,Dine in,1,3,1,ChZDSUhNMG9nS0VJQ0FnSURwZ0xQbGZBEAE,,,,,,,Google,,112097887479978274278,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2023-07-01T15:35:21.019Z,0,,,FALSE,,,9 months ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNKNVpmTXNBRRAB,https://lh5.googleusercontent.com/p/AF1QipPRuvOzTe5GNJYZHIRZHbj5LMawO-bKLkF3f79P=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMIxXsG3UZKZghn5Ks8hgzXUf1ia8LwQJ-Nkfw2=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPpmwj94MMus6g7BLWsziSRczb3eI9awjYp-dRt=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipMU6uFXJIOt84zJbYHoSljnjqsG24I-3gi6TQmx=w150-h150-k-no-p,,,Google,,111708829746010695033,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,Todo magnífico,2023-05-30T17:25:51.553Z,1,,36,TRUE,,,10 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUR4NEpfQ1h3EAE,,,,,,,Google,,115747621826485945670,,,Everything magnificent,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,5,,2023-04-15T23:51:15.850Z,0,,3,TRUE,,,a year ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURSc002YVdnEAE,,,,,,,Google,,100562826665599633610,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,4,,2023-04-02T21:51:19.999Z,0,,,FALSE,,,a year ago,,,,,,,1,4,3,ChdDSUhNMG9nS0VJQ0FnSUNSM3ZYWHZBRRAB,,,,,,,Google,,111048195042735011329,,,,,,,,,,,,,,,,,,,,,,,
Rinconcito Salvadoreño,4,,2023-03-02T19:04:57.651Z,0,,,FALSE,,,a year ago,,,,,,,5,4,5,ChZDSUhNMG9nS0VJQ0FnSURoOUxibUVnEAE,,,,,,,Google,,111864575358772571405,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',5,,2024-04-14T04:45:41.285Z,0,,,FALSE,,,a week ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREODY2U1hBEAE,,,,,,,Google,,107246439590342582666,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',1,The front counter lady gives poor service and doesn't pay attention to the customer,2024-04-05T17:05:48.061Z,0,,4,FALSE,,,2 weeks ago,,,,,,,2,3,1,ChZDSUhNMG9nS0VJQ0FnSUREeE1TWmNBEAE,,,,,,,Google,,106211978938979546994,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',3,,2024-03-04T03:09:09.706Z,0,,162,TRUE,,,a month ago,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM5N05fRzdRRRAB,,,,,,,Google,,100966694612404381458,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',1,Im am tired of ordering online and ordering a drink that they keep in the fridge and never including it in the Oder and wasting my time,2024-02-28T17:22:03.845Z,0,,2,FALSE,,,a month ago,,,,,,,,3,1,ChZDSUhNMG9nS0VJQ0FnSURkcjkyME53EAE,,,,,,,Google,,108404731619560086276,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',5,,2024-02-14T20:06:50.528Z,0,,,FALSE,,,2 months ago,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNkaHRMclR3EAE,,,,,,,Google,,105180663193174133779,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',5,,2023-11-21T11:20:05.544Z,0,,44,TRUE,,,5 months ago,,,,,,,2,5,2,ChZDSUhNMG9nS0VJQ0FnSUNseWJ5aWNBEAE,,,,,,,Google,,106284833675950643534,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',2,Place is slow as hell and always filthy,2023-11-13T13:54:06.261Z,0,,12,FALSE,,,5 months ago,,,,,,,2,2,2,ChZDSUhNMG9nS0VJQ0FnSUNscUtXeVVBEAE,,,,,,,Google,,117447893876215130802,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',5,"Siempre un excelente café, y sobre todo a cualquier hora",2023-10-20T02:35:59.062Z,0,,106,TRUE,,,6 months ago,,Breakfast,,$10–20,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUQ1eEtEaXp3RRAB,,,,,,,Google,,111449421231368057003,,,"Always excellent coffee, and especially at any time",,,,,,,,,,,,,,,,,,,,
Dunkin',5,"Very clean new manager is very good, organized and crew is better now new faces also. I see management cares good job. Food is good but service is fast even though mornings is crazy with kids from school they need extra help",2023-10-03T15:17:18.436Z,0,,7,FALSE,,,6 months ago,,Brunch,,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURaeVlqdzhRRRAB,,,,,,,Google,,107766284165870415087,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',1,Bugs in the coffee,2023-09-29T23:59:09.388Z,0,,2,FALSE,,,6 months ago,,Other,,$10–20,,Delivery,1,1,1,ChZDSUhNMG9nS0VJQ0FnSURacHFYVEtREAE,,,,,,,Google,,104105479992876949074,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',1,There was a ground up bug pieces floating on the top of my coffee and stuck to the lid.  Absolutely disgusting,2023-09-29T23:44:24.883Z,0,,1,FALSE,,,6 months ago,,Other,,$10–20,,Delivery,1,1,1,ChdDSUhNMG9nS0VJQ0FnSURacHRuTmlRRRAB,,,,,,,Google,,111603131583799838231,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',5,,2023-09-17T03:19:05.189Z,0,,32,TRUE,,,7 months ago,,,,,,,5,5,4,ChZDSUhNMG9nS0VJQ0FnSUNabzdIbk13EAE,,,,,,,Google,,102798094856099558551,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',5,,2023-09-16T14:05:21.963Z,0,,60,TRUE,,,7 months ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNaX2ZLNVdBEAE,,,,,,,Google,,114295775650439420031,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',1,"There's an employee who said that the ham Swiss croissant is not available every time I go. Yet, when I go at a time when she's not working, I am able to order a ham Swiss croissant. But every time I go when she's working, she says that they just ran out. For example, when I went in the morning, she said there was none. Then, I went back 2 hours later, and they had it, but the lady was not working.""",2023-09-14T15:29:33.516Z,0,,2,FALSE,,,7 months ago,,Breakfast,,$1–10,,,1,1,2,ChZDSUhNMG9nS0VJQ0FnSUNaNWRiOGFBEAE,,,,,,,Google,,104213854823583311291,,,,,,,,,,,,,,,,,,,,,,,
Dunkin',3,I would like to know why this Location is charging $ 4.06 for a Large Black Ice Coffee. Everywhere I go they charge me $ 3.63.,2023-09-09T21:03:36.645Z,0,,5,FALSE,,,7 months ago,,,,,,,3,3,3,ChdDSUhNMG9nS0VJQ0FnSUNabG9TSDZnRRAB,https://lh5.googleusercontent.com/p/AF1QipPhmwuKOFzLPt-Zplp_9hQzECcAOSVox3eS1peD=w150-h150-k-no-p,,,,,,Google,,115048182427350410190,,,,,,,,,,,,,,,,,,,,,,,
Rose - International Tapas & Bar,5,"Tiffany was so nice and home welcoming, one of the best servers I had in a min!
Good lucks.🤍",2024-04-24T05:09:01.181Z,0,,4,FALSE,,,14 hours ago,,,,$30–50,,,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUNqbGZ5X3lBRRAB,,,,,,,Google,,116969179105840941243,,,,,,,,,,,,,,,,,,,,,,,
Rose - International Tapas & Bar,5,"Excelente atención por parte de Carolina fue muy servicial , nos atendió con todo el amor y la paciencia. El restaurante es hermoso, la comida es exquisita , todo perfecto. Recomiendo este lugar 100% ame todo",2024-04-24T02:47:14.880Z,0,,2,FALSE,,,16 hours ago,,,,$100+,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqcGF1VDhnRRAB,,,,,,,Google,,113529791434587916410,,,"Excellent service from Carolina, she was very helpful, she attended to us with all the love and patience. The restaurant is beautiful, the food is exquisite, everything is perfect. I recommend this place 100% love everything",,,,,,,,,,,,,,,,,,,,
Rose - International Tapas & Bar,5,,2024-04-24T02:46:20.206Z,0,,,FALSE,,,16 hours ago,,,Plenty of parking,$100+,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqcGN2RkpREAE,,,,,,,Google,,115562757799611592279,,,,,,,,,,,,,,,,,,,,,,,
Rose - International Tapas & Bar,5,Amazing place!! Carolina was our service and i could not have a better server. Super dedicated and fast.,2024-04-24T02:45:39.885Z,0,,1,FALSE,,,16 hours ago,,,Plenty of parking,$100+,,,5,4,5,ChdDSUhNMG9nS0VJQ0FnSUNqcFl1ejF3RRAB,,,,,,,Google,,105131019246872894934,,,,,,,,,,,,,,,,,,,,,,,
Rose - International Tapas & Bar,5,Caro es un amor 🫶🫶🫶,2024-04-22T04:22:13.913Z,0,,1,FALSE,,,2 days ago,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqM3EzWGFREAE,,,,,,,Google,,109840587953401558469,,,Expensive is a love 🫶🫶🫶,,,,,,,,,,,,,,,,,,,,
