title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewContext/Parking space,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewImageUrls/12,,,,,,,
Sangria Bar and Grill,5,I enjoyed a well made lemon drop with a delicious chicken quesadilla for a fantastic impromptu date night and we were able to park right outside on the street.,2024-03-06T01:56:32.964Z,0,,43,TRUE,2024-03-06T15:27:49.315Z,,a month ago,,Dinner,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5M3EyZVhBEAE,,,,,,Google,,107369228877525795574,,,,,,,,,,,,,,,,,,,
Sangria Bar and Grill,5,Excellent spot for meal in petsworth. Lucked out and got parking on the street right in front. Friendly bartender and very good food for relatively affordable by DC standards.,2024-03-05T03:10:56.912Z,0,,350,TRUE,2024-03-04T22:27:52.092Z,,a month ago,,Dinner,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5ck5uc1ZREAE,,,,,,Google,,111247740497605192534,,,,,,,,,,,,,,,,,,,
Sangria Bar and Grill,5,"5/5, 10/10, would recommend. Great bar with excellent service. Strong drinks and delicious food.",2024-02-14T01:26:35.743Z,0,,1,FALSE,,,2 months ago,,,,,Dine in,,,,ChZDSUhNMG9nS0VJQ0FnSUNkb3VhUU5REAE,,,,,,Google,,113250767007144235225,,,,,,,,,,,,,,,,,,,
Sangria Bar and Grill,5,I stumbled across this place tonight and when I walked in the door I was hit with a wonderful smell and had to try the food.  The service/ server(Marvin) and food were awesome and I can wait to make this my stopping ground.,2024-01-18T23:15:20.979Z,0,,18,FALSE,,,3 months ago,,Dinner,,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNOOV9uN0d3EAE,,,,,,Google,,101002857775438948029,,,,,,,,,,,,,,,,,,,
Sangria Bar and Grill,4,Good vibes! More than just bar food,2024-01-12T00:25:32.053Z,0,,79,TRUE,,,3 months ago,,,$20–30,,Dine in,4,4,5,ChdDSUhNMG9nS0VJQ0FnSUNOdU8ycm93RRAB,,,,,,Google,,112663299625864997117,,,,,,,,,,,,,,,,,,,
Sangria Bar and Grill,5,Great food large portions and five star service,2024-01-12T00:25:08.233Z,0,,49,TRUE,,,3 months ago,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNOdU8yaUZ3EAE,,,,,,Google,,117151791268604547775,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,"Always nice to dine, but be sure to make a reservation.",2024-04-23T13:21:31.723Z,0,,72,TRUE,,,a day ago,,Dinner,$30–50,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURTNDVmRXhBRRAB,,,,,,Google,,114103398565249342849,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,What a great place to eat. Eric the waiter was really good. I had the crab chowder. The best I have eaten. Soooo good.,2024-04-19T14:38:18.625Z,0,,16,FALSE,,,5 days ago,,Dinner,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqa3ZTalhBEAE,,,,,,Google,,110087944982433604038,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,,2024-04-15T05:58:35.971Z,0,,69,TRUE,,,a week ago,,Dinner,$20–30,,Dine in,5,5,4,ChdDSUhNMG9nS0VJQ0FnSUREcC1Xb2xBRRAB,,,,,,Google,,110135717424132961111,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,Super cozy and diverse crowd.,2024-04-15T02:21:59.625Z,0,,8,FALSE,,,a week ago,,Dinner,$30–50,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREeC1xdC1RRRAB,,,,,,Google,,117154284168934136105,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,,2024-04-14T01:46:26.105Z,0,,1,FALSE,,,a week ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREczZTa3d3RRAB,,,,,,Google,,107704673411771979588,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,2,"This is an Asian-owned restaurant/ neighborhood bar. I traveled to support this establishment thinking it was Black-owned since Suite says it's been around 50 years. I'm not not sure how ownership changed or any of the history other than what's on the the website, but the food had to have been better in the past for it to be around.

Ordered the fried chicken, fish, greens and mac and cheese. The food was below average and disappointing.

An owner who actually grew up eating southern soul food would have better standards.

Alcohol selection was limited.

The staff was nice.",2024-04-13T17:24:15.698Z,0,,7,FALSE,,,a week ago,,Dinner,$20–30,,Dine in,2,2,4,ChZDSUhNMG9nS0VJQ0FnSUREbzRlWFh3EAE,,,,,,Google,,117846497858016392582,,,,Difficult to find parking,,,,,,,,,,,,,,,
Hitching Post Restaurant,4,,2024-04-11T10:15:48.296Z,0,,54,TRUE,,,a week ago,,Dinner,,,Dine in,4,4,5,ChdDSUhNMG9nS0VJQ0FnSURENmVLRnVRRRAB,,,,,,Google,,100852359130276378492,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,Best fried chicken ever great service and atmosphere all food was great,2024-04-08T17:06:21.401Z,0,,63,TRUE,,,2 weeks ago,,Dinner,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREeHNxMGpBRRAB,,,,,,Google,,114225704515514681401,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,Delicious food. Great service. Friendly staff.,2024-04-08T15:17:17.136Z,0,,34,FALSE,,,2 weeks ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREaHA2Y21nRRAB,,,,,,Google,,117499459686845340619,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,Excellent neighborhood restaurant for home style comfort food always. Especially when you don't feel like cooking yourself or can't cook very well. Lack of parking is a problem but there is nothing they can do about that,2024-04-07T21:21:12.601Z,0,,186,TRUE,,,2 weeks ago,,Dinner,$20–30,,Take out,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUREaW91cXVBRRAB,,,,,,Google,,107052985147481852979,,,,Difficult to find parking,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,"Me and my girlfriend wanted to try some soul food and we stumbled across this gem that had great food, great service, I love the sports memorabilia in there. As you can see I really didn’t play bout the fried chicken.",2024-04-06T23:43:23.725Z,1,,6,FALSE,,,2 weeks ago,,,,,Dine in,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUREdktYd1NBEAE,https://lh5.googleusercontent.com/p/AF1QipNzqdh0TnG_d3Lpa-6Ctu-JcB_Kc4_WeKOzqYUD=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNDx1VmZBZQaHQLuphj5eQs-rjpCsf7lBq3qxMy=w150-h150-k-no-p,,,,Google,,105489197115950775802,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,Great service. Great food. Definitely recommend,2024-04-05T01:15:20.506Z,0,,27,FALSE,,,2 weeks ago,,Dinner,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREeU9HWGV3EAE,,,,,,Google,,114333032859791854446,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,"I hadn’t been here in years since they changed ownership. Looking at some of the reviews I was leery. Boy am I glad that I didn’t listen. Went here for dinner last night and everything was absolutely delicious. The fried chicken, fried catfish, lambs, crab cakes and sides of Mac and cheese, mashed potatoes, collards, potato salad, and corn bread were all superb. It definitely tasted like eating at your grandmothers. The potato salad was just like my Gma’s; finely diced with celery, celery seed, and a slight tang of mustard accompanied by a slight sweetness.  The collards are vegan hence no meat but were still delicious, tender, and flavorful. The drinks were delicious as well. The portion sizes were quite large with everyone having leftovers except for the lamb chops they were so delicious that my friend ate all of them. Matter of fact when she accidentally attempted to cut them with the wrong side of the knife it still went through. Couldn’t recommend more supporting this black owned business.",2024-03-31T11:51:18.013Z,0,,58,TRUE,,,3 weeks ago,,Dinner,$20–30,,Dine in,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEN2FXNmJREAE,https://lh5.googleusercontent.com/p/AF1QipMOjXRreZG_hO0uJzdecVrWxcBIlG-wjaaSioVS=w150-h150-k-no-p,,,,,Google,,111881138312513809080,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,,2024-03-30T03:47:45.284Z,0,,14,FALSE,,,3 weeks ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEbWZDdURREAE,,,,,,Google,,100530183729279860774,,,,,,,,,,,,,,,,,,,
Hitching Post Restaurant,5,,2024-03-25T01:50:03.272Z,0,,3,FALSE,,,4 weeks ago,,,,,Delivery,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEdEtmVGh3RRAB,,,,,,Google,,117847712033054417949,,,,,,,,,,,,,,,,,,,
H & Chicken,1,They sold me spoiled chicken that smelled like vinegar and would not refund my money at all. So no more visits from me,2024-04-22T22:53:30.541Z,0,,26,FALSE,,,a day ago,,Lunch,$10–20,,Take out,,1,1,ChZDSUhNMG9nS0VJQ0FnSUNqc2FpNk5nEAE,,,,,,Google,,102267035632106054125,,,,,,,,,,,,,,,,,,,
H & Chicken,4,,2024-04-22T20:46:05.876Z,0,,113,TRUE,,,a day ago,,Brunch,,,Take out,4,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqMGVTUkNREAE,,,,,,Google,,103048901320884224984,,,,,,,,,,,,,,,,,,,
H & Chicken,4,"Great fried chicken awesome. You won't be mad good greens and veggies, ok Mac n cheese, good drinks iced tea and lemonade. Outside of area not attractive not a eat in location 100% Take out. But very good!",2024-04-22T18:40:54.267Z,0,,9,FALSE,,,a day ago,,Lunch,$10–20,Highly recommend,Take out,2,5,5,ChZDSUhNMG9nS0VJQ0FnSUNqa1p5elhnEAE,,,,,,Google,,103349296058917405070,,,,,,,,,,,,,,,,,,,
H & Chicken,3,Chicken was salty with a garlic taste. It was Ok. Slice of cheese cake was small.,2024-04-19T04:54:58.644Z,0,,50,TRUE,,,5 days ago,,,,,,3,3,1,ChdDSUhNMG9nS0VJQ0FnSUNqX01XQXNnRRAB,,,,,,Google,,103200998819126139876,,,,,,,,,,,,,,,,,,,
H & Chicken,2,Chicken was very dry and salty. But the restaurant liked cool inside.,2024-04-14T22:30:38.071Z,0,,75,TRUE,,,a week ago,,,,,,3,2,2,ChZDSUhNMG9nS0VJQ0FnSUREaDhUNE9nEAE,,,,,,Google,,107265728685062702780,,,,,,,,,,,,,,,,,,,
H & Chicken,5,Bomb dot com,2024-04-10T19:36:59.854Z,0,,1,FALSE,,,a week ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREa1pYc2ZBEAE,,,,,,Google,,105536173425189946664,,,,,,,,,,,,,,,,,,,
H & Chicken,5,,2024-04-07T23:34:20.960Z,0,,76,TRUE,,,2 weeks ago,,,,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREeXIyd0hREAE,,,,,,Google,,112367924618439427616,,,,,,,,,,,,,,,,,,,
H & Chicken,5,Great food,2024-04-07T07:55:05.892Z,0,,7,FALSE,,,2 weeks ago,,Dinner,$50–100,,Delivery,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREb3BDYmR3EAE,,,,,,Google,,117073366790228232498,,,,,,,,,,,,,,,,,,,
H & Chicken,5,,2024-04-04T02:33:55.619Z,0,,2,FALSE,,,2 weeks ago,,Lunch,,,Take out,3,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEXzkyazVRRRAB,,,,,,Google,,101636357710427152787,,,,,,,,,,,,,,,,,,,
H & Chicken,1,Ordered a 15 piece mixed. Instead they gave 9 wings 4 breast 2 thighs and 2 legs. Ohh and no working phone number!! Get a 30 dollar metro pcs cell phone at least!! If you go to this place ORDER IN PERSON!!,2024-04-03T02:16:15.158Z,0,,1,FALSE,,,3 weeks ago,,Dinner,$30–50,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSUNEdDRpVmNnEAE,https://lh5.googleusercontent.com/p/AF1QipMZl8t_TyDFIyFuRQeMvJPD4x9pgOXsRd0MJnSa=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPBfb_t4oyuz-gBeIxtyiG_a2eWrUEwNfvvWHpt=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPLHTA34cXvtlA_vFvgYWftlEf4Chfrl0pzwzT6=w150-h150-k-no-p,,,Google,,106132843630030037609,,,,,,,,,,,,,,,,,,,
H & Chicken,5,Consistent quality with the food and a clean establishment. The tenders and waffle combo is awesome with hot sauce. This is the type of business Hyattsville needed!,2024-03-28T15:23:48.190Z,0,,77,FALSE,,,3 weeks ago,,Breakfast,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEbnNiTHRBRRAB,,,,,,Google,,103491814763683298889,,,,,,,,,,,,,,,,,,,
H & Chicken,5,,2024-03-26T03:12:49.642Z,0,,17,FALSE,,,4 weeks ago,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEb3RqRWZ3EAE,,,,,,Google,,103503599326149362609,,,,,,,,,,,,,,,,,,,
H & Chicken,1,H & chicken manager and some of the staff are abusive and disrespectful to black people working in that store and the owner is doing nothing about it. I witnessed the incident that happened yesterday the accused the black lady of stealing chocolate cake and said she is not listening to instructions and she is not hard working because of the manager wants to bring her little sister to work in the store,2024-03-25T11:08:09.972Z,1,,1,FALSE,,,4 weeks ago,,,,,,1,,,ChdDSUhNMG9nS0VJQ0FnSUNEeE5XS2x3RRAB,,,,,,Google,,101311597751073379968,,,,,,,,,,,,,,,,,,,
H & Chicken,5,,2024-03-21T00:19:42.433Z,0,,2,FALSE,,,a month ago,,Dinner,$30–50,,Delivery,,5,,ChdDSUhNMG9nS0VJQ0FnSUQ5aTVpMWtRRRAB,,,,,,Google,,117316290459730266985,,,,,,,,,,,,,,,,,,,
H & Chicken,5,"Oh yeah, it was delicious. That was excellent fried chicken. We had it DoorDash’d",2024-03-18T13:14:12.930Z,0,,1013,TRUE,,,a month ago,,,,,,,5,,ChdDSUhNMG9nS0VJQ0FnSUQ5NmVuQWxRRRAB,,,,,,Google,,103978622522778119155,,,,,,,,,,,,,,,,,,,
Subway,3,"Got a $15 foot long that promises lots of meat. It was ok, not the meatiest sandwich ever but not bad.",2024-03-23T23:57:14.037Z,0,,52,TRUE,,,a month ago,,Lunch,$10–20,,Take out,3,3,3,ChZDSUhNMG9nS0VJQ0FnSUNEcUtfT1hnEAE,https://lh5.googleusercontent.com/p/AF1QipMdmxhQrGLOAnhbd2r3T6cdA-qGF1PlVsSJHNYC=w150-h150-k-no-p,,,,,Google,,100258363311684060689,,,,,,,,,,,,,,,,,,,
Subway,5,"It’s nice subway , fresh clean , crew are very good",2024-02-10T12:27:00.020Z,0,,7,FALSE,,,2 months ago,,Lunch,$10–20,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNkOEwzS3BRRRAB,,,,,,Google,,113940045145807576649,,,,,,,,,,,,,,,,,,,
Subway,5,,2024-01-07T01:45:27.103Z,0,,1,FALSE,,,3 months ago,,Brunch,$10–20,,Dine in,1,5,3,ChZDSUhNMG9nS0VJQ0FnSUQxOXFxaE1nEAE,,,,,,Google,,117999212642406946860,,,,,,,,,,,,,,,,,,,
Subway,4,,2024-01-03T22:28:37.926Z,0,,134,FALSE,,,3 months ago,,,,,,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUMxNjREbUd3EAE,,,,,,Google,,113067693568789021656,,,,,,,,,,,,,,,,,,,
Subway,4,Meatball sub is always good and the chicken teriyaki is a fav of mom and dad,2023-12-16T19:04:49.869Z,0,,264,TRUE,,,4 months ago,,Lunch,$10–20,,Take out,4,4,5,ChZDSUhNMG9nS0VJQ0FnSURWMjhXaElREAE,,,,,,Google,,105451299329918877023,,,,,,,,,,,,,,,,,,,
Subway,1,,2023-12-11T02:22:19.547Z,0,,2,FALSE,,,4 months ago,,Dinner,$1–10,,Take out,1,1,1,ChdDSUhNMG9nS0VJQ0FnSURWeE91bG9BRRAB,,,,,,Google,,114815835297014743921,,,,,,,,,,,,,,,,,,,
Subway,3,,2023-11-13T12:56:20.186Z,0,,1,FALSE,,,5 months ago,,Lunch,,,,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUNscU16VnFRRRAB,,,,,,Google,,107824256603121174204,,,,,,,,,,,,,,,,,,,
Subway,5,Nice and accommodating ownership of this Subway!,2023-08-18T21:31:45.003Z,0,,2,FALSE,,,8 months ago,,Lunch,,,Take out,4,5,5,ChdDSUhNMG9nS0VJQ0FnSURwNHZtUTlBRRAB,,,,,,Google,,103835223412114721554,,,,,,,,,,,,,,,,,,,
Subway,5,"I've been going to this location for more than 2 years now about, and one of the guy's who works there remembers my order by heart, it's amazing.

The staff there are really kind and friendly. They've been times where I haven't gone in awhile, and they always ask, ""Where you been? How are you?"" I find that sh*t wholesome.

Food is what you would expect from a Subway, double chocolate cookies 10/10. The bottled drinks aren't cold very, so you may need to chill them or add ice. I think it's just their mini fridge.

I always tip them when I go too because the service is so stellar.",2023-07-23T05:51:20.489Z,0,,4,FALSE,,,9 months ago,,,,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURKNl9hdWpnRRAB,,,,,,Google,,103578841565799923746,,,,,,,,,,,,,,,,,,,
Subway,4,,2023-06-13T11:43:41.967Z,0,,501,TRUE,,,10 months ago,,Dinner,$10–20,,Take out,3,3,3,ChZDSUhNMG9nS0VJQ0FnSUR4emMtSVpBEAE,,,,,,Google,,106622358880191704505,,,,,,,,,,,,,,,,,,,
Subway,5,,2023-04-24T17:08:05.643Z,0,,5,FALSE,,,a year ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURSMXZUUWhBRRAB,,,,,,Google,,105368632723592749185,,,,,,,,,,,,,,,,,,,
Subway,5,,2023-04-09T11:25:30.327Z,0,,,FALSE,,,a year ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNSdzRhcG9nRRAB,,,,,,Google,,109198198898337718727,,,,,,,,,,,,,,,,,,,
Subway,5,,2023-03-25T13:41:32.278Z,0,,,FALSE,,,a year ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNSeE1leVRnEAE,,,,,,Google,,100640644192069499016,,,,,,,,,,,,,,,,,,,
Subway,5,,2022-12-09T01:15:40.406Z,0,,18,FALSE,,,a year ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQtczZiaml3RRAB,,,,,,Google,,117592313278225570229,,,,,,,,,,,,,,,,,,,
Subway,1,"I highly recommend going to ANOTHER SUBWAY , the lady worker is so stingy with the food being provided! She barely gives you anything on your sandwich and charges extra for a little bit more ! Save your time and get what your moneys worth SOMEWHERE ELSE!",2022-10-11T22:42:24.762Z,0,,1,FALSE,,,a year ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURld2RLOGFBEAE,,,,,,Google,,104521706257257759324,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,"Food is as authentic as you can get!  Coffee, breakfast, lunch… was terrific and the staff is pleasant and helpful.  Highly recommend stopping there if you are in town and enjoy Ethiopian foods!",2024-04-20T16:15:56.758Z,0,,3,FALSE,,,4 days ago,,Brunch,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqLXA3X3FRRRAB,https://lh5.googleusercontent.com/p/AF1QipO75nPWhOSgd3jUlMDNYv_aLvjZKXQUPkQZUZl8=w150-h150-k-no-p,,,,,Google,,105418410974455536674,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,Delicious food!,2024-04-20T15:15:15.587Z,0,,10,FALSE,,,4 days ago,,Brunch,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqLW9DR253RRAB,https://lh5.googleusercontent.com/p/AF1QipOc_RPRb-tZ91NBsA3gBM77LuVdOgKxHRGDTpx1=w150-h150-k-no-p,,,,,Google,,109866326323724957140,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,Very good Ethiopian take on pizza. Good vegetarian options and they have random stuff for the less adventurous eater as well.,2024-04-15T12:56:50.300Z,0,,17,FALSE,,,a week ago,,Lunch,$10–20,Somewhat recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREMS1mZ3NnRRAB,,,,,,Google,,115146243389233146006,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,"Such a unique pizza that absolutely hits. Their pizza is not the conventional pizza - but is pizza with an Ethiopian spin (though the dough and crust is great too). We ordered the Addis Ababa and the Merkato pizza and while both were good, the Addis Ababa pizza is one that I'll absolutely be coming back for. Similar to Heat da Spot, the staff is so nice and treat you like you're family. Super excited to go back and happy to have discovered this place :) Only note is - we had a pretty big party (6 people) and I think the space inside is pretty small. We had to sit in the patio so that's definitely something to keep in mind :)",2024-04-15T12:53:40.167Z,0,,5,FALSE,,,a week ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREMV92THlRRRAB,,,,,,Google,,110140533237026260364,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,"At Ice N' Slice we discovered a delightful twist on our pizza nights. Here, Ethiopian spices dance with traditional flavors, creating something truly unique. Each dish we tried was a testament to culinary creativity, perfectly suited for any palate. But what really set our experience apart was Mr. Biniyam's warmth. His hospitality wasn't just service; it was like being welcomed by an old friend, making our dinner feel extra special. This place is more than a restaurant; it's where food becomes an adventure, and every visit feels like home. For anyone craving a new flavor or a cozy spot to dine, Slice N' Ice is the perfect find.",2024-04-10T22:54:09.348Z,1,,2,FALSE,,,a week ago,,Lunch,$100+,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREMFlPWkRnEAE,,,,,,Google,,101775637388516781434,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,,2024-04-10T22:44:58.774Z,0,,,FALSE,,,a week ago,,Lunch,$20–30,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREMGEzeGZBEAE,,,,,,Google,,116473263463258550626,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,1,I honestly enjoy food all the time but I’m disappointed one time I had an unpleasant experience with an older guy that worked there. I couldn’t find something I thought I left and he was pretty rude and making unnecessary comments. I feel like he wouldn’t treat all customers like that but he talked to me like that.,2024-04-06T19:42:26.691Z,0,,11,FALSE,,,2 weeks ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREblB1Tjd3RRAB,,,,,,Google,,100455618302381863476,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,"This place is amazing! I was misled by the name! It has so much more than ice cream and pizza. The Ethiopian pizza is amazing and absolutely has to be tried. So unique! I've also had really solid wraps and burgers. Delicious smoothies and milkshakes too! The possibilities are endless. Service is great, too! Super quick, and super friendly. Cannot recommend enough!",2024-04-02T18:59:10.381Z,0,,26,TRUE,,,3 weeks ago,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNENTZhcnZRRRAB,,,,,,Google,,103060638121472521600,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,I love them....the only thing about doro pizza is it had too much cheese on it. But a great place.,2024-03-25T11:13:09.069Z,0,,4,FALSE,,,4 weeks ago,,Lunch,$50–100,,Take out,4,4,5,ChZDSUhNMG9nS0VJQ0FnSUNEckozMlRBEAE,,,,,,Google,,110400950932891666914,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,Authentic Ethiopian Cuisine Galore,2024-03-24T23:54:37.148Z,0,,126,TRUE,,,4 weeks ago,,Dinner,$30–50,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNEdE96NVd3EAE,,,,,,Google,,112035547198373870559,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,Nice change to the usual pizza,2024-03-20T07:09:27.107Z,0,,119,TRUE,,,a month ago,,Lunch,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5dmJyLVV3EAE,https://lh5.googleusercontent.com/p/AF1QipMDwbg1RCrzNFjiwsvjTMEzGUC5WdKIreJV5giN=w150-h150-k-no-p,,,,,Google,,103513402311928141741,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,1,Everything about the Doro Wat and Tibs pizza was unpleasant. And it was nearly $40. Who puts a bone in chicken wing on a pizza?,2024-03-13T21:28:32.116Z,0,,2,FALSE,,,a month ago,,Dinner,$20–30,,Take out,,1,,ChdDSUhNMG9nS0VJQ0FnSUQ5OUtPMzhBRRAB,,,,,,Google,,112526395956491515924,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,"We had a half vegetarian half tibs pizza.
The crust is soft and similar to keeta.
Toppings are high quality meat and veggies and come heavily loaded, you will most likely need utensils.
They have green salsa and hot honey too.
One pizza was 16 inches and was more than enough for 3 people.
Just as good if not better than having a traditional Ethiopian meal.
Limited indoor seating, lots of outdoor.",2024-03-03T10:44:37.596Z,0,,10,FALSE,,,a month ago,,Lunch,$10–20,Highly recommend,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5alBTbHNRRRAB,https://lh5.googleusercontent.com/p/AF1QipNfocfvRNW_66BcBa1LVFHJueCgBn8yawa7ekNJ=w150-h150-k-no-p,,,,,Google,,107826526555389280386,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,4,,2024-03-02T18:03:07.117Z,0,,7,FALSE,,,a month ago,,Other,$20–30,Somewhat recommend,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUM5bEpXdHh3RRAB,,,,,,Google,,102935867388972669199,,,,,,,,,,,,,,,,,,,
Ice ‘n Slice,5,,2024-02-27T00:25:31.015Z,0,,26,FALSE,,,a month ago,,,,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURkMDREYTNnRRAB,,,,,,Google,,107889826991680638436,,,,,,,,,,,,,,,,,,,
Ben's Chili Bowl,1,Food is expensive it seems like that has lost its flavor chili does not have spice to it anymore,2024-04-23T14:47:22.496Z,0,,133,TRUE,,,a day ago,,,,,,3,2,2,ChZDSUhNMG9nS0VJQ0FnSUNqMmVIN1F3EAE,,,,,,Google,,114428492044953730135,,,,,,,,,,,,,,,,,,,
Ben's Chili Bowl,5,,2024-04-15T18:27:44.488Z,0,,27,TRUE,,,a week ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREai1HckFnEAE,,,,,,Google,,109110695828037367898,,,,,,,,,,,,,,,,,,,
Ben's Chili Bowl,5,Thank you for your kindness Anthony,2024-04-14T04:36:26.482Z,0,,1,FALSE,,,a week ago,,Dinner,$10–20,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREODRhSC1nRRAB,,,,,,Google,,116134428859683031635,,,,,,,,,,,,,,,,,,,
Ben's Chili Bowl,5,,2024-04-13T18:37:22.583Z,0,,13,FALSE,,,a week ago,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURENDliT1lnEAE,,,,,,Google,,114825993439826435020,,,,,,,,,,,,,,,,,,,
Ben's Chili Bowl,5,,2024-04-11T14:56:17.620Z,0,,3,TRUE,,,a week ago,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUREMmI2UG9BRRAB,,,,,,Google,,101818741732380424199,,,,,,,,,,,,,,,,,,,
